selfies,smiles
,
[O][=S][Branch1][C][O-1][C][N][=C][NH1][C][=Ring1][Branch1][C][N][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][N][=Ring1][P],O=S=1([O-1])C=2N=C[NH1]C=2CN(CC3=CC=NC=C3)N=1
[C][=Branch1][C][=O][N][Branch1][C][C][C][=C][Branch1][C][C][N][=C][Ring1][=Branch2][C][Branch2][Ring1][Ring1][N][N][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][=O][=C][C][Branch1][C][C][=C][Ring2][Ring1][#Branch2],C1(=O)N(C)C=C(C)N=C1C(NNC(CCC2=CC=CC=C2)=O)C(C)=C
[C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C@H1][C@H1][C][N][Branch1][N][C][=Branch1][C][=O][C][C][C][Ring1][=Branch1][C][Ring1][=N][=O][=N][N][C][=Ring2][Ring1][Ring1][C],C=1(C(=O)N[C@H1][C@H1]CN(C(=O)CCCC)ON)NC=1C
[N][C][C][=C][C@H1][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=Branch1][C][=O][C][Ring1][O][=N][C][=C][Ring1][#C],N12CC=C[C@H1](C([O-1])=O)C(=O)C1=NC=C2
[C][C][Branch2][Ring1][#Branch1][C@@H1][C@H1][Branch1][#C][C][N][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][Ring1][S][=O][=N][N][Ring2][Ring1][Ring2][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],C12C([C@@H1][C@H1](CNC(=O)N3CCCCC3)C1=O)=NN2C4=CC=C(F)C=C4
[C][Branch2][Ring2][Ring1][C][N][C][Branch2][Ring1][#Branch1][C@H1][N][=C][Branch1][C][C][C][=C][Branch1][C][C][C][Branch1][C][C][=N][Ring1][Branch2][C][=C][Branch1][Ring1][O][C][C][Branch1][C][C][=N][Ring1][=Branch2][=O],C(CNC([C@H1]N=C(C)C=C(C1)C(C)=N)OCCC)=N1
[C][=N][C][=C][C][Branch2][Ring2][Ring1][C][N][C][=Branch1][C][=O][C][C][N][Branch1][C][C][C][=C][C][=Ring1][#Branch1][C@H1][Ring1][=N][C][O][C][C][Ring1][=Branch1][=C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][=Branch2],C1=NC=C2C3CNC(=O)C=4CN(C)C=CC=4[C@H1]3COCC=C2C1
[O][=C][Branch1][C],O=C
[C][C][N][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][C][Branch2][Ring1][O][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][Branch1][O][C][O][Ring1][Branch2][=O][=C][C][=Ring2][Ring1][Branch2],CC1NN=C(C)N1CCCC(=O)NC=C2C=C(C=C2)OCO
[C][C][N][Branch1][#C][C][=Branch1][C][=O][C][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][C][C][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Ring1][=C],CCN(C(=O)CC=1C=NN(C)C=12)CCCN(CC3=CC=C(F)C=C3)C2
[C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][C][O-1][=O][C][=C][C][=C][Ring1][=Branch2][N][=C][N][=Ring1][#C],C(OC)=C(OC)C([O-1])=O
[C][=C][C][Branch2][Ring2][C][C][N][N][=C][Branch1][C][C][C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][N][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][Ring1][#Branch2][=C][Ring2][Ring1][Ring1][=C][C][Branch1][C][F][=C][Ring2][Ring1][=Branch2],C1=CC(CNN=C(C)CN2C(=O)CN=CN(C)N=C2)=CC(F)=C1
[C][C][N][N][=C][Branch1][#C][C][=C][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][Ring1][=Branch2][C][C][=Branch1][C][=O][N][C][C][Branch1][C][N][=O][=C][C][Ring2][Ring1][Ring2][=Ring1][=N],CCNN=C(C=CC(C(N)=O)=CC)C(=O)NCC(N)=O
[C][C][=C][Branch2][Ring1][Ring2][C@H1][Branch1][S][N][C][C][=Branch1][C][=O][C][=C][C][C][Ring1][=Branch1][C][C][Ring1][#C][C][=Branch1][C][=O][N][C][=C][Branch1][C][F][C][=C][Ring2][Ring1][Branch1],C1C2=C([C@H1]NCC(=O)C=CCCCC1)C(=O)NC=C(F)C=C2
[C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][N][Branch1][P][C][Branch1][=N][C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][=O][C][Ring2][Ring1][Branch1],C1=NN(C)C=C1C(=O)NCCN(C(CC2=C(F)C=CC=C2)=O)C
[N][N][C][O][C@H1][O][C][Branch1][C][C][=C][Branch2][Ring1][Ring2][N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][C][N][C][Ring1][#Branch2][=O][C][=Ring2][Ring1][C],NNCO[C@H1]OC(C12)=C2NC([N+1](=O)[O-1])=C(N)C1=O
[C][=C][C][=C][C][Branch2][Ring2][=Branch2][C][N][Branch1][=C][C][C][=C][C][Branch1][Branch1][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][C][O][C][=C][Ring2][Ring1][Ring1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][=C][Ring2][Ring1][=C][O-1],C1=C2C=CC1(CN(CC=CC(OC=C)C=O)COC=C2C(C3=CC=CC=C3)=O)[O-1]
[C][=N][C][=C][N][Ring1][Branch1][C][C][Branch2][Ring1][Ring1][N][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][C][Branch1][C][N][=N][Ring1][#Branch2][=O],C1=NC=CN1CC2NC([N+1]([O-1])=O)=CC(N)=N2
[C][=C][C][=C][C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][N][C][=Branch1][C][=O][C][C][Ring1][=Branch1][=O][C][=C][Ring1][P][=N][N][=Ring2][Ring1][Branch2],C=C1C2=CCC=C1C(C=CC=CC(=O)NCCCNC(=O)CC)=CNN2
[C][C][Branch1][C][C][=C][Branch2][Ring1][S][C][N][=C][Branch1][C][C][N][Branch1][N][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=O][N][Branch1][=N][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][=O][C][=Ring2][Ring1][#Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][S][C],C1C(C)=C(CN=C(C)N(CC2=CC=CN=C2)ONC(C3CCCCC3)=O)CC(=O)N1C
[C][=C][Branch2][Ring1][=C][C][N][C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][=Branch2],C=CCNCC=CC=C
[C][=C][Branch2][Ring1][=C][C][=C][Branch2][Ring1][Ring2][C][Branch1][#C][C][C][N][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][Branch2][=O][C][=C][Ring2][Ring1][C],C1=CC=C(C(C2CN(C(N)=O)CC2)=O)C1
[C][N][N][C@H1][Branch1][#Branch1][C][Branch1][Ring1][C][C][=O][N][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][O],CNN[C@H1](C(CC)=O)N=O
[N][N][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Branch1][C][O-1][=C][C][=Branch1][C][=O][O][C][Ring2][Ring1][C][=O],N1N(CC2=CC=NC=C2)C(=O)C([O-1])=CC(=O)OC1=O
[C][Branch1][C][C][N][=C][Branch2][Ring1][=Branch2][N][Branch1][#C][C][C][C][=Branch1][C][=O][N][C][C@H1][Branch1][C][O][O-1][C][Branch1][C][C][=NH1+1][C][=C][Ring1][#C][C][=Ring2][Ring1][Ring2],C=1(C)N=C(N(CCC(=O)NC[C@H1](O)[O-1])CC=[NH1+1]C=C)C=1
[N][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][N][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][Branch1][C][C][C][=Branch1][Ring2][=C][Ring1][O][C][C][C][Ring1][#Branch1],N1=CC=C(C(=O)N2)N=C1NC(=O)C=C(C)C(=C2)CCC
[C][=C][C][Branch2][Ring1][#C][C][Branch2][Ring1][=Branch2][N][C][C][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][C][Ring1][=C][=O][=C][C][=C][Ring2][Ring1][Branch1][Cl],C1=CC1(C(N2CCN(C3=CC=C(OC)C=C3)CC2=O)C=C)Cl
[N][N][Branch1][C][C][C][Branch1][C][C][=C][Branch2][Ring2][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][N][Branch2][Ring1][=Branch1][C][Branch1][#C][N][C][C][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][=Ring1][#Branch2][=O][C][Ring1][P][C][Ring2][Ring1][#Branch2],N1N(C)C(C)=C1S(=O)(=O)CN(C(NC=2CN(C)C(=O)NCC)C=2)OC
[N][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][N][=N][Ring1][S],N=C(C1=CC=NC=C1)NCC=C(C(=O)N)C(N)=N
[C][N][Branch1][C][C][C][Branch2][Ring2][#Branch1][C][N][C][=Branch1][C][=O][C][N][Branch1][=C][C][Branch2][Ring1][=Branch1][C][C][C][N][C][=Branch1][C][=O][C][N@H1+1][C][C][C@@H1][Branch1][C][C][C][C][Ring1][#Branch1][=O][C][Ring2][Ring1][Ring1][=O][=C][C][=C][Ring2][Ring1][=N],CN(C)C(CNC(=O)C1N(CCCCNC(=O)C[N@H1+1]2CC[C@@H1](C)CC2=O)C1)=O
[O][=C][Branch1][C][N][C][=N][C][=N][N][Ring1][Branch1][C][N][C][C][=C][Ring1][Branch1],O=C(N)C1=NC=NN1C2NCC=C2
[C][=C][N][=C][C][Branch2][Ring1][S][C][N][C][Branch2][Ring1][=Branch1][C][N][C][=Branch1][Branch1][=N][N][=Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][=Branch2][=O][=N][N][=C][Ring2][Ring1][C][C],C1=CN=CCCNC1(C=2NC(=NN=2)CN(C)C=O)C
[O][=C][Branch2][Ring2][Branch1][C][=Branch1][C][=O][N][C][C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Ring1][=N][N][C][C][O][C][C][Ring1][=Branch1][C][=Ring2][Ring1][Ring1][N][C],O=C(C(=O)N1C=2CNC=C(C(=O)N(C)CC=C1)N3CCOCC3C=2)NC
[C][N][Branch1][#Branch1][C][C][Branch1][C][C][=O][C@@H1][Ring1][#Branch2][C][Branch1][#C][C][O][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=N][Ring1][P],C12N(CC(C)=O)[C@@H1]1CCOCC(=O)N(C)C=N2
[C][Branch2][Ring1][Branch2][C][N][N][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][=Ring1][#Branch2][N][=C][Ring1][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][C],C1(CN2N=C(C=CC=C)N(C)C2N=C1)N(C)N=CC
[C][Branch1][#Branch1][N][C][Branch1][C][O-1][=O][C][C][Branch1][C][N][=O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1],C(NC([O-1])=O)CC(N)=O
[C][=Branch1][C][=O][Branch2][Ring1][C][C][C][Branch1][O][N][C][C][=C][C][=N][C][=N][Ring1][=Branch1][=O][N][C][C@@H1][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1][C][Ring2][Ring1][Branch1],C(=O)(CC(NCC1=CC=NC=N1)=O)[C@@H1](C2=CC=CO2)C
[N][Branch1][C][C][C][=Branch1][C][=O][C][C][Branch2][Ring1][Ring1][N][/N][=C][/C][=C][C][Branch1][C][F][=C][Branch1][Ring1][O][C][C][=C][Ring1][=Branch2][Cl][=C][Branch1][Branch2][C][=C][N][=C][Ring1][=Branch1][N][=Ring2][Ring1][=Branch2],N(C)C(=O)CC(N/N=C/C1=CC(F)=C(OC)C=C1)Cl
[O-1][C][=C][Branch1][Ring1][C][C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Ring1][=Branch2][C@@H1][Branch1][Ring1][C][#N][C][N][C][=Branch1][C][=O][C][N][Branch1][C][C][N][=C][Ring1][=Branch1],[O-1]C=C(CC)N(C(F)(F)F)C[C@@H1](C#N)CNC(=O)CN(C)N=C
[C][Branch2][Ring1][Ring2][C@@H1][C][C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][N][N][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],C([C@@H1]CCC(=O)NCC1=CN=CC=C1)=CNN=CC=C([N+1](=O)[O-1])C=C
[O][=S@][=Branch1][C][=O][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],O=[S@](=O)(C([O-1])=O)C1=CC=CC=C1
[N][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][N][Branch1][C][C][C][Ring1][#Branch2][=N][N][=Ring1][=N],N(C(=O)N)C=C(C(=O)N)N(C)C=NN
[C][N][Branch2][Ring1][=Branch2][C][=C][Branch1][=N][N][C][C][C][C][Ring1][=Branch1][=O][C][N][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][Branch1][C][C][=C][Ring1][=N][N][Branch1][=Branch1][C][Branch1][C][F][F][C][Ring2][Ring1][Branch2],C1N(C2=C(NCCCC=O)C([O-1])=O)C=C2N(C(F)F)C1
[C][=N][C][N][=C][N][Ring1][Branch1][C][=N][N][=C][N][Branch1][Ring1][C][C][C][=Ring1][#Branch1][N+1][Branch1][C][O-1][=O],C=NCN=CNC=NN=CN(CC)C[N+1]([O-1])=O
[C@H1][Branch1][#C][N][C][C][N][Branch1][C][C][N][=C][C][=Ring1][=Branch1][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2],[C@H1](NCC=1N(C)N=CC=1C=O)[C@H1](C(N)=O)CC
[N][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][C@@H1][Branch1][Branch1][C][Ring1][#Branch1][=O][C][C][C][Ring1][#Branch2][C][=N][C][N][Branch1][C][C][N][=C][C][=Ring1][=Branch1][C][Branch1][C][F][F],N(C1C(=O)NC[C@@H1](C1=O)CCC)C=NC=2N(C)N=CC=2C(F)F
[C][=C][C][=C][Branch2][Ring1][P][C][Branch2][Ring1][N][N][C][S][C][=N][N][=C][N][Ring1][Branch1][C][=C][Branch1][Branch2][C][C][=Branch1][C][=O][O-1][C][C][=Ring1][=N][=O][C][=C][Ring2][Ring1][=Branch1],C1=CC=CC1NCS=2C3=NN=CN3C=C(CC(=O)[O-1])C=2OC=C
[C][=Branch1][C][=O][Branch1][C][O][N][Branch1][C][C][C][=Branch1][C][=O][C@@H1][Ring1][Branch2][C][Branch1][S][N][C][=N][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=O],C(=O)(O)N(C)C(=O)[C@@H1]CNC1=NC=C(C)C=C1O
[C][Branch2][Ring2][Ring1][C][N][Branch1][C][C][N][=C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][O][C][C][=C][Branch1][Ring1][O][C][C][=C][Branch1][C][Cl][C][=N][Ring1][#Branch2][C][S][Ring1][P][=C][C][=C][C][=C][Ring1][=Branch1],C(CN(C)N=C(C(=O)N[C@H1](CO)CC=C(OC)C=CCl)C=N)CS1=CC=CC=C1
[N][C][Branch1][=N][C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=O][=C][N][=Ring1][S],NC(CC(=O)N1CCOCC1)=O
[C][N][Branch1][C][C][N][=C][Branch1][C][C][N][Branch2][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=Ring2][Ring1][Ring1][C][=Ring2][Ring1][#Branch1],C1N(C)N=C(C)N1CC(=O)NCCC2=CC=C(OC)C=C2C
[O][=C][Branch1][N][N][C][C][C][C@H1][Branch1][Branch1][C][Ring1][=Branch1][=O][N][C][C][O][C][Ring1][Branch2],O=C(N1CCC[C@H1]2C1=O)NCCOC2
[N][Branch2][Ring1][Ring1][N][=C][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][=C][Ring1][O][C][=C][Branch1][=Branch1][C][Branch1][C][O-1][=O][N][Branch1][Ring1][C][C][C][=Ring1][=Branch2],N(N=CC=C(C1=CC=CS1)C=CC=2)=C(C([O-1])=O)N(CC)C=2
[C][Branch1][=Branch1][C][Branch1][C][O-1][=O][=N][NH1][C][=Ring1][Branch2][C][C][C][Branch1][P][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][=O],C1(C([O-1])=O)=N[NH1]C1CCCN2CCC(C(N)=O)CC2=O
[C][O][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][C][C][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][N][Branch1][Ring1][C][C][C][C][Branch1][C][C][=N][Ring1][=N][C][=C][Ring2][Ring1][#Branch2],COC=CC=C(NC(=O)CCCN(C12CCCCC1)N(CC)C)C(C)=N2
[C][=C][Branch2][Ring1][#C][C][N][=C][N][=C][C][=C][C][=Branch1][C][=O][N][Ring1][#Branch1][C][Ring1][=N][=O][C][=C][C][=N][C][=N][N][Ring1][Branch1][Ring1][=Branch2][C][=C][Ring2][Ring1][=Branch1],C12=C(CN=CN=CC=CC(=O)NC1=O)C2
[O][=C][Branch2][Ring1][Branch2][N][C][C][N][C][=Branch1][C][=O][C][C@@H1][Branch1][C][C][N][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][Ring1][#Branch2][O-1],O=CNCCNC(=O)C[C@@H1](C=1)N=NN(C)C=1C
[C][Branch1][C][O-1][C][=Branch1][C][=O][C][=N][N][Branch1][=Branch2][C][=N][C][=C][C][=C][Ring1][=Branch1][C][C][=Ring1][=N][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2],C([O-1])C(=O)C=NN(C1=NC=CC=C1)CCC(=O)C2=CC(OC)=CC=C2
[C][C][=Branch1][C][=O][N][Branch1][C][C][C][N][=C][Branch2][Ring1][C][N][N][=C][Branch1][=Branch2][C][=N][N][=C][C][=C][Ring1][=Branch1][NH1][N][=Ring1][O][C][=Ring2][Ring1][C],CC(=O)N(C)CN=C(N1N=C(C2=NN=CC=C2)[NH1]N1)C
[N][C][Branch1][=C][C][=C][Branch1][Ring2][O][C][#N][C][=N][Ring1][Branch2][=O][=N][N][C][=C][C][=C][Ring1][=N],NC1(C=C(OC#N)C=N1)NC=CC=C
[C][=Branch1][C][=O][Branch2][Ring1][=Branch1][C][N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=N][N][Ring1][Branch2][C][=C][Ring1][N][N],C(=O)CN=CC(C(=O)N)=NNC=CN
[C][C][=C][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring2][C][=Branch1][C][=O][N][C][=N][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][S][C][C][Ring2][Ring1][Branch1][=O],CC=C1N(C2CCC2)C(=O)NC3=NN=C(C(=O)[O-1])C=C3SCC1=O
[C][=Branch1][C][=O][C@@][C][N][Branch1][C][C][C][Branch1][C][C][=C][Branch1][Ring1][C][O][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][Ring1][=C][=O],C(=O)[C@@]1CN(C2)C(C)=C(CO)C(OC)=C2C1=O
[C][Branch2][Ring2][C][C][N][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring1][O][=C][C][=C][Branch1][Ring2][O][C][C][C][=C][Ring2][Ring1][O],C1(CNC2=NC=CC=C2C(=O)N(C3=CC=CC=C3)N)OCCC=C1
[C][=C][N][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][N][Branch2][Ring1][=Branch1][C][Branch1][P][C][S][C][=N][N][=C][Branch1][C][C][NH1][Ring1][=Branch1][=O][=C][Ring2][Ring1][Branch1],C1=CN=CC=C1C(=O)N(C)NCCSC2=NN=C(C)[NH1]2
[C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][N][Branch2][Ring1][O][C][=Branch1][C][=O][C@H1][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][N][O][N][=C][Ring1][=Branch2][C][Ring1][=C][C][Ring2][Ring1][=Branch1],C1=C2C=C1NC(=O)CC3CNC(=O)[C@H1][C@H1](C(=O)N)ON=CC3C2
[O-1][N+1][=Branch1][C][=O][C][=C][N][Branch1][=Branch1][C][=Branch1][C][=O][N][N][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][=Branch2][=C][Ring1][=N],[O-1][N+1](=O)C=CN(C(=O)N)N(C)C(=O)C=C
[C][=C][Branch2][Ring1][#Branch1][C][C][Branch1][O][N][C][C][=C][N][Branch1][C][C][N][=Ring1][=Branch1][=O][C][=N][C][Branch1][C][Cl][=C][Ring2][Ring1][C][C],C1=C(CC(NC=2C=CN(C)N=2)=O)C1C
[O][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=N][N][Branch1][C][C][C][=Ring1][#Branch2],O=CC=C(F)C=CN1CC(C(=O)[O-1])=NN(C)C1
[N][Branch1][=Branch1][C][Branch1][C][O-1][=O][C@@H1][C@@H1][Ring1][Branch2][C][C][N][C][=Branch1][C][=O][C][C][C][N][Branch1][=Branch1][C][Branch1][C][N][=O][C][Ring1][=Branch2],N1(C([O-1])=O)[C@@H1][C@@H1]1CCNC(=O)CCCN(C(N)=O)C
[O-1][N+1][=Branch1][C][=O][Branch2][Ring1][N][C][C][N][C][=Branch1][=N][=C][N][Ring1][Branch1][C][C][C][C][C][Ring1][=Branch1][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],[O-1][N+1]=O
[N][N][=C][Branch1][=Branch2][N],NN=CN
[C][=C][C][=C][Branch2][Ring2][Ring2][C][Branch2][Ring1][C][N][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2][=O][O][C][C][=N][Ring2][Ring1][Ring1],C=CC=CC(NC1=CC(OC)=C(OC)C=C1)=O
[N][Branch2][Ring2][C][C][N][C][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][=N][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=C][Ring1][=C][=O][C][C][=C][Ring2][Ring1][Ring1][Branch1],N1C2NC(C=CC=C(N(CC(=O)[O-1])C=C2)OCC)=C1
[C][C][=C][Branch1][#C][C][Branch1][O][N][C@@H1][Branch1][C][C][N][=N][N][=Ring1][=Branch1][=O][C][=C][Ring1][#C][N][Branch1][=Branch1][C][=Branch1][C][=O],C1C=C(C(N2[C@@H1](C)N=NN2)=O)C=C1NC=O
[N][Branch2][Ring1][Branch2][C][C][=C][N][Branch1][Ring1][C][C][N][=C][Ring1][#Branch1][C][=Branch1][C][=O][NH1][C][=Ring1][#Branch2][C][C][C][=N][N][Branch1][Ring1][C][C][C][=Ring2][Ring1][Ring2],N(C=1C2=C3N(CC)N=C2C(=O)[NH1]C3CCC)=NN(CC)C=1
[F][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=C][N][Ring1][Branch1][C][C][Branch2][Ring1][=C][C][N][C][=Branch1][C][=O][N][C][=C][Branch1][=N][C@H1][C][N][Branch1][C][C][N][=C][C][=C][Ring1][=Branch1][C][C][O][Ring1][P][=O][C][=C][Ring2][Ring1][=C],FC=CC1=CC=CN1CC(CN2C(=O)NC=C([C@H1]CN(C)N=CC=C)CCO2)C=C
[N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][Branch2][O][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][=Branch2][C][C][C][Ring2][Ring1][Branch1],N1C(=O)[C@H1]1OCCNC(=O)C=C(F)C(F)=C(F)C=C
[C][C][N][Branch1][=N][C][=C][Branch1][C][C][N][=C][Ring1][#Branch1][C@H1][Branch1][C][C][C][Ring1][=N][=O],C1C2N(C=C(C)N=C2[C@H1]C)C1=O
[C][C@H1][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][=C][Branch1][C][F][C][Branch1][C][F][=C][C][=C][Ring1][Branch2][C@H1][Branch2][Ring1][Branch1][C][Branch1][S][N][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][Ring2][Ring1][=N][=O],C=[C@H1]CC(=O)NC=C(F)C(F)=CC=C
[N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][=N][C][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1][=N][Ring1][#Branch2],N(CC(=O)[O-1])N=NC(C1=CC=CO1)=N
[N][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][P][C][C][Ring2][Ring1][Branch1],N(C(C)=O)C1CCN(C(=O)CNC(=O)C2=CC=CC=C2)O1
[C][N][Branch1][#Branch2][C][=C][Branch1][C][C][N][=C][Ring1][#Branch1][C][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][O][C][=C][C][Branch1][=Branch2][C][=Branch1][C][=O][N][=N][C][=C][Ring1][#Branch2][C][C][Ring2][Ring1][=Branch1],C1N(C=C(C2)N=C1)CC3CNC(=O)COC=CC3(C(=O)N=NC=C)CC2
[O][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][=C][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2][C][=Ring2][Ring1][#Branch1][C][O][Ring1][=N],O=CN(C(F)(F)F)C(C)=C(C(=O)NC=C(C([O-1])=O)C=COC)C=CCCO
[C][C][=Branch1][C][=O][C][C][C][N][Branch2][Ring1][Branch1][C][C][=C][Branch1][#C][C][=N][N][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][S][Ring1][Branch2][C][=N][Ring1][=N][C][C][Ring2][Ring1][Ring2],C1C(=O)CCCN1CC=C(C=NN=C(C=O)SC)N
[C][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][C][C][=C][C][Ring1][=Branch2][=O],C=CC(=O)N(C1)C(=O)N(C)C(C)=CC1=O
[O],O
