smiles,selfies
Cn1cc(CNC(=O)c2c(Cl)cnn2C)cn1,[C][N][C][=C][Branch2][Ring1][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=N][N][Ring1][=Branch1][C][C][=N][Ring1][S]
NC(=S)CN1CCCC1=O,[N][C][=Branch1][C][=S][C][N][C][C][C][C][Ring1][Branch1][=O]
Cc1cc(Cc2nnc([S-])n2C[C@@H]2CCCO2)n(C)n1,[C][C][C][=C][Branch2][Ring1][Ring2][C][C][=N][N][=C][Branch1][C][S-1][N][Ring1][=Branch1][C][C@@H1][C][C][C][O][Ring1][Branch1][N][Branch1][C][C][N][=Ring2][Ring1][Ring1]
NC(=O)CN1C(=O)[C@](O)(CC(=O)c2cccnc2)c2ccccc21,[N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@][Branch1][C][O][Branch1][=C][C][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring2]
Cc1ccc(-c2cc3n(n2)CCC(=O)N3CC(=O)N[C@H](C)c2ccccc2)cc1,[C][C][=C][C][=C][Branch2][Ring2][Branch1][C][C][=C][N][Branch1][Ring2][N][=Ring1][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][Branch2][C][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][N]
C[C@H](C(=O)NC[C@H]1CCCO1)n1cc([N+](=O)[O-])cn1,[C][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][C@H1][C][C][C][O][Ring1][Branch1][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][Ring1][Branch2]
CCn1c(O)cc(=O)c2c(=O)n(C)c(=O)n(C)c21,[C][C][N][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Ring1][#Branch2][Ring1][S]
[S-]c1nnc(-c2cnccn2)n1-c1ccc(Cn2cncn2)cc1,[S-1][C][=N][N][=C][Branch1][=Branch2][C][=C][N][=C][C][=N][Ring1][=Branch1][N][Ring1][O][C][=C][C][=C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][Ring1][N]
Cn1c(=O)c2c(ncn2CC(=O)Nc2cccnc2)n(C)c1=O,[C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring2][N][=C][N][Ring1][Branch1][C][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Ring1][=Branch1][N][Branch1][C][C][C][Ring2][Ring1][Branch1][=O]
CC(=O)NCCNc1ccc(N2C(=O)CCC2=O)cc1[N+](=O)[O-],[C][C][=Branch1][C][=O][N][C][C][N][C][=C][C][=C][Branch1][N][N][C][=Branch1][C][=O][C][C][C][Ring1][=Branch1][=O][C][=C][Ring1][=N][N+1][=Branch1][C][=O][O-1]
CCn1ccc(C(=O)Nc2cnn(C)c2C(N)=O)n1,[C][C][N][C][=C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][Branch1][C][N][=O][=N][Ring1][P]
C1CCN(c2nc(N3CCCCC3)nc(N3CC[NH2+]CC3)n2)CC1,[C][C][C][N][Branch2][Ring1][=C][C][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][C][Branch1][=Branch2][N][C][C][NH2+1][C][C][Ring1][=Branch1][=N][Ring2][Ring1][C][C][C][Ring2][Ring1][Branch2]
Cc1[nH+]c2cccnc2n1[C@H]1CCN(C(=O)c2cccc(Cl)c2)C1,[C][C][=NH1+1][C][=C][C][=C][N][=C][Ring1][=Branch1][N][Ring1][=Branch2][C@H1][C][C][N][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][Ring1][=C]
O=C(NC1CCCCC1)c1cccc(Nc2ccnc(-c3ccccc3)n2)c1,[O][=C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][Branch2][Ring1][Ring2][N][C][=C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][N][=C][Ring2][Ring1][Ring1]
CNC(=O)c1nn(CCNC(=O)NCc2ccccc2)c2c1CN(C(C)=O)CC2,[C][N][C][=Branch1][C][=O][C][=N][N][Branch2][Ring1][C][C][C][N][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][C][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][Ring1][=Branch2]
O=C(C1CCCCC1)N1CCN(c2nc3nccc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,[O][=C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][N][C][C][N][Branch2][Ring2][Ring2][C][N][=C][N][=C][C][=C][Branch2][Ring1][Ring1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][N][Ring1][S][N][=Ring2][Ring1][Ring1][C][C][Ring2][Ring1][=Branch2]
COC[C@H]1CN(C(=O)CN2CCCC2=O)CCC1(F)F,[C][O][C][C@H1][C][N][Branch1][=C][C][=Branch1][C][=O][C][N][C][C][C][C][Ring1][Branch1][=O][C][C][C][Ring1][#C][Branch1][C][F][F]
Cc1nn(C)c(C)c1NC(=O)c1c(Cl)cnn1C,[C][C][=N][N][Branch1][C][C][C][Branch1][C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=N][N][Ring1][=Branch1][C]
Cc1cccc(N2C(=O)C[C@@H](NCc3ccc([S@@+](N)(=O)[OH2+])cc3)C2=O)c1,[C][C][=C][C][=C][C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C][C@@H1][Branch2][Ring1][Branch1][N][C][C][=C][C][=C][Branch1][=Branch2][S@@+1][Branch1][C][N][=Branch1][C][=O][OH2+1][C][=C][Ring1][#Branch2][C][Ring2][Ring1][C][=O][=C][Ring2][Ring1][=Branch2]
COC(=O)c1nnn(CC(=O)Nc2ccccc2C(N)=O)c1C(=O)OC,[C][O][C][=Branch1][C][=O][C][N][=N][N][Branch2][Ring1][Ring2][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O][C][=Ring2][Ring1][C][C][=Branch1][C][=O][O][C]
NC(=O)c1ccn(-c2ccc(N)cc2)n1,[N][C][=Branch1][C][=O][C][C][=C][N][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][N][=Ring1][N]
COCCO[C@H]1C(=O)N(C2CC[NH2+]CC2)[C@H]1c1ccncc1,[C][O][C][C][O][C@H1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][C][C][NH2+1][C][C][Ring1][=Branch1][C@H1][Ring1][O][C][=C][C][=N][C][=C][Ring1][=Branch1]
O=C([O-])[C@@H]1CCCN1c1nnc(N2CCCC2=O)s1,[O][=C][Branch1][C][O-1][C@@H1][C][C][C][N][Ring1][Branch1][C][=N][N][=C][Branch1][=Branch2][N][C][C][C][C][Ring1][Branch1][=O][S][Ring1][O]
CCn1cc(NC(=O)c2c(Br)cnn2C)c(C(N)=O)n1,[C][C][N][C][=C][Branch1][P][N][C][=Branch1][C][=O][C][=C][Branch1][C][Br][C][=N][N][Ring1][=Branch1][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][=N][Ring2][Ring1][C]
COC(=O)c1cc([S@@+](N)(=O)[OH2+])nn1-c1ccccc1,[C][O][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][S@@+1][Branch1][C][N][=Branch1][C][=O][OH2+1][=N][N][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1]
Cn1c(=O)c2c(ncn2CC#N)n(C)c1=O,[C][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch2][N][=C][N][Ring1][Branch1][C][C][#N][N][Branch1][C][C][C][Ring1][=C][=O]
Cc1cc([O-])n2ncc(-c3ccc(F)cc3)c2n1,[C][C][C][=C][Branch1][C][O-1][N][N][=C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=C][Ring1][N][N][=Ring1][P]
Cc1c(NC(=O)c2c(C(=O)[O-])cnn2C)c(=O)n(-c2ccccc2)n1C,[C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=N][N][Ring1][Branch2][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][Branch2][C]
CN(C)C(=O)c1cn(C2CN([S@@+](=O)([OH2+])Cc3ccccc3F)C2)nn1,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][N][Branch2][Ring1][O][C][C][N][Branch2][Ring1][C][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][Ring1][#C][N][=N][Ring2][Ring1][Ring2]
Cc1nc(-c2ccccn2)cc2nn(CC(=O)NC[C@@H]3CCCO3)c(=O)n12,[C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][C][=N][N][Branch1][#C][C][C][=Branch1][C][=O][N][C][C@@H1][C][C][C][O][Ring1][Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][#Branch2][Ring1][S]
Cn1ccnc1C(=O)N1CC(=O)N(Cc2ccccc2)C[C@H](O)C1,[C][N][C][=C][N][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C][Ring1][S]
O=C(CN1C(=O)[C@H](Oc2ccc(F)cc2)C12CCCCC2)NCCC[NH+]1CCCCC1,[O][=C][Branch2][Ring1][S][C][N][C][=Branch1][C][=O][C@H1][Branch1][=N][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Ring1][=N][C][C][C][C][C][Ring1][=Branch1][N][C][C][C][NH1+1][C][C][C][C][C][Ring1][=Branch1]
N#CC1=C(N)Oc2c(oc(CO)cc2=O)[C@@H]1c1ccc(O)c(O)c1,[N][#C][C][=C][Branch1][C][N][O][C][=C][Branch1][N][O][C][Branch1][Ring1][C][O][=C][C][Ring1][Branch2][=O][C@@H1][Ring1][=C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2]
CC(=O)Nc1ccc(N2C(=O)C[C@H](N3CCC(C(N)=O)CC3)C2=O)cc1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C][C@H1][Branch1][S][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][C][Ring1][#C][=O][C][=C][Ring2][Ring1][=Branch1]
O=C(c1nnn(-c2ccccc2Cl)c1-c1cccnc1)N1CCCC1,[O][=C][Branch2][Ring1][O][C][N][=N][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Ring1][N][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][C][C][C][Ring1][Branch1]
Cn1cc([N+](=O)[O-])c(C(=O)N2CCN(C(=O)c3ccco3)CC2)n1,[C][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][C][N][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][C][Ring1][=N][=N][Ring2][Ring1][#Branch1]
O=C(c1ccnn1C(F)F)N1N=C(C(F)F)C[C@@]1([O-])C(F)F,[O][=C][Branch1][=N][C][=C][C][=N][N][Ring1][Branch1][C][Branch1][C][F][F][N][N][=C][Branch1][=Branch1][C][Branch1][C][F][F][C][C@@][Ring1][Branch2][Branch1][C][O-1][C][Branch1][C][F][F]
CC(=O)Cn1nnc(-c2ccccc2)n1,[C][C][=Branch1][C][=O][C][N][N][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][O]
Cc1nnc2[n-]c(=O)c3ccccc3n12,[C][C][=N][N][=C][N-1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=C][Ring1][O]
N#Cc1ccccc1NC(=O)CSc1nnc2n(N)cnn12,[N][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][S][C][=N][N][=C][N][Branch1][C][N][C][=N][N][Ring1][=Branch2][Ring1][=Branch1]
COCCn1nc2n(c1=O)CCC1(CC[NH2+]CC1)CC2,[C][O][C][C][N][N][=C][N][Branch1][Branch1][C][Ring1][Branch1][=O][C][C][C][Branch1][Branch2][C][C][NH2+1][C][C][Ring1][=Branch1][C][C][Ring1][=C]
O=C(NC[C@H]1CCCO1)c1nnn2cc(-c3ccccc3)[n-]c(=O)c12,[O][=C][Branch1][#Branch2][N][C][C@H1][C][C][C][O][Ring1][Branch1][C][N][=N][N][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N-1][C][=Branch1][C][=O][C][=Ring1][S][Ring1][=N]
CC(C)Cc1n[nH]c(NC(=O)CCc2c[nH]c3ccccc23)n1,[C][C][Branch1][C][C][C][C][=N][NH1][C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][=N][Ring2][Ring1][Ring1]
Cc1cc(=O)cc(O)n1CCCC(=O)Nc1ccc2ncn(C)c(=O)c2c1,[C][C][=C][C][=Branch1][C][=O][C][=C][Branch1][C][O][N][Ring1][Branch2][C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][N][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][Branch2][=C][Ring1][N]
CC(=O)[C@@H]1[C@H](c2cnn(C)c2C)n2ncnc2N[C@]1(C)O,[C][C][=Branch1][C][=O][C@@H1][C@H1][Branch1][N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][N][N][=C][N][=C][Ring1][Branch1][N][C@][Ring1][S][Branch1][C][C][O]
O=C([O-])c1cnn2cccnc12,[O][=C][Branch1][C][O-1][C][C][=N][N][C][=C][C][=N][C][=Ring1][=Branch2][Ring1][=Branch1]
Cc1nn(C)c2c1c(C(=O)[O-])cc(=O)n2CC(N)=O,[C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][C][=O][N][Ring1][#Branch2][C][C][Branch1][C][N][=O]
CCCNC(=O)CSc1nc2[nH+]c[nH]c2c(=O)[n-]1,[C][C][C][N][C][=Branch1][C][=O][C][S][C][=N][C][NH1+1][=C][NH1][C][=Ring1][Branch1][C][=Branch1][C][=O][N-1][Ring1][#Branch2]
COc1ccc(C(=O)N2CC(n3cc(C(=O)N(C)C)nn3)C2)cc1F,[C][O][C][=C][C][=C][Branch2][Ring1][S][C][=Branch1][C][=O][N][C][C][Branch2][Ring1][Ring1][N][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][N][=N][Ring1][#Branch2][C][Ring1][=C][C][=C][Ring2][Ring1][=Branch1][F]
CCn1cc(/C=N/n2c([S-])nnc2C(F)F)cn1,[C][C][N][C][=C][Branch2][Ring1][C][/C][=N][/N][C][Branch1][C][S-1][=N][N][=C][Ring1][=Branch1][C][Branch1][C][F][F][C][=N][Ring1][S]
O=C(NN[C@@H]1CC(=O)N(c2ccc(F)c(F)c2)C1=O)c1cccnc1,[O][=C][Branch2][Ring1][=C][N][N][C@@H1][C][C][=Branch1][C][=O][N][Branch1][#C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][C][Ring1][=C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1]
O=C(Nc1cnccn1)c1cc(-c2cccc(Cl)c2)nc2ccccc12,[O][=C][Branch1][#Branch2][N][C][=C][N][=C][C][=N][Ring1][=Branch1][C][=C][C][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=N][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1]
Cc1cnn(C(=O)c2c([N+](=O)[O-])c(C)nn2C)c1,[C][C][C][=N][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][C][=N][N][Ring1][=Branch2][C][C][=Ring1][P]
Cc1nc2c(N)cccn2n1,[C][C][N][=C][C][Branch1][C][N][=C][C][=C][N][Ring1][#Branch1][N][=Ring1][#Branch2]
Cc1[nH+]ccn1C1CN(C(=O)c2cc(C)n(C)n2)C1,[C][C][=NH1+1][C][=C][N][Ring1][Branch1][C][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][N][Branch1][C][C][N][=Ring1][#Branch1][C][Ring1][=N]
C[C@H](C(=O)[O-])n1ccc(C(N)=O)n1,[C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=C][C][Branch1][=Branch1][C][Branch1][C][N][=O][=N][Ring1][Branch2]
NC(=O)[C@]1(CC2CC2)CCCN(C(=O)c2ccncn2)C1,[N][C][=Branch1][C][=O][C@][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=N][C][=N][Ring1][=Branch1][C][Ring2][Ring1][C]
CCNC(=O)c1nn(-c2ccccc2)c2c(=O)n(C)cnc12,[C][C][N][C][=Branch1][C][=O][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=N][C][Ring1][P][=Ring1][Branch2]
Cn1ccc(C(=O)Nc2ccc(NC(=O)c3nc4ncccn4n3)cc2)n1,[C][N][C][=C][C][Branch2][Ring2][Ring2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][N][=C][N][=C][C][=C][N][Ring1][=Branch1][N][=Ring1][=Branch2][C][=C][Ring2][Ring1][C][=N][Ring2][Ring1][#Branch2]
C[C@H]1CCc2c(sc(NC(=O)CCC(=O)[O-])c2C(N)=O)C1,[C][C@H1][C][C][C][=C][Branch2][Ring1][=Branch2][S][C][Branch1][=N][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O-1][=C][Ring1][=N][C][Branch1][C][N][=O][C][Ring2][Ring1][Ring2]
O=C(CNCc1ccccc1)N1c2ccccc2Sc2ccc(Cl)cc21,[O][=C][Branch1][N][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C]
C[NH+](C)[C@@H]1CN(C(=O)Cc2cccnc2)C[C@H]1CO,[C][NH1+1][Branch1][C][C][C@@H1][C][N][Branch1][=C][C][=Branch1][C][=O][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][O]
CCn1nc2c(c(C(F)F)cc(=O)n2CCC(=O)N2CCN(C)CC2)c1C,[C][C][N][N][=C][C][Branch2][Ring2][C][C][Branch1][=Branch1][C][Branch1][C][F][F][=C][C][=Branch1][C][=O][N][Ring1][#Branch2][C][C][C][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][C]
C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2nnc3ccccc32)[C@@H]1O,[C][#C][C@@][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][C@@H1][Branch1][=C][N][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C@@H1][Ring1][P][O]
CN(C)C(=O)c1cc2n(n1)CCN(C(=O)c1ccco1)C2,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][C][=C][N][Branch1][Ring2][N][=Ring1][Branch1][C][C][N][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][Ring1][=C]
CCc1noc(-c2nn(C)c3c2CN(C(=O)c2cn[nH]c2)C3)n1,[C][C][C][=N][O][C][Branch2][Ring1][=N][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][N][Branch1][N][C][=Branch1][C][=O][C][C][=N][NH1][C][=Ring1][Branch1][C][Ring1][N][=N][Ring2][Ring1][Branch1]
Cc1c(OCC(=O)Nc2cccnc2)c(=O)ccn1C,[C][C][=C][Branch1][S][O][C][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][N][Ring2][Ring1][C][C]
CC(=O)N[C@H]1C[C@H]2CN(Cc3ccc(C#N)cc3)CC(=O)N2C1,[C][C][=Branch1][C][=O][N][C@H1][C][C@H1][C][N][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][C][=Branch1][C][=O][N][Ring1][S][C][Ring2][Ring1][Ring1]
Cc1c(NC(=O)CSc2nnc(N)s2)c(=O)n(-c2ccccc2)n1C,[C][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][S][C][=N][N][=C][Branch1][C][N][S][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][#Branch1][C]
CCn1ccc(-c2ccnc3c2c(C)nn3CC(=O)[O-])n1,[C][C][N][C][=C][C][Branch2][Ring1][#Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][C][=N][N][Ring1][=Branch1][C][C][=Branch1][C][=O][O-1][=N][Ring2][Ring1][Ring1]
c1cc(CSc2nnc3[nH]cnn23)ccn1,[C][=C][C][Branch1][#C][C][S][C][=N][N][=C][NH1][C][=N][N][Ring1][Branch2][Ring1][Branch1][=C][C][=N][Ring1][S]
Cn1c(=O)n(C)c2cc([S@@+](=O)([OH2+])N[C@@H]3CCCc4ccccc43)ccc21,[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][Branch2][Ring1][#Branch1][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][N][C@@H1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][=C][C][=C][Ring2][Ring1][Ring2][Ring2][Ring1][=Branch2]
O=C([O-])CCCN1C(=O)c2nccnc2C1=O,[O][=C][Branch1][C][O-1][C][C][C][N][C][=Branch1][C][=O][C][=N][C][=C][N][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O]
c1ccn2c([C@H]3CCC[NH2+]C3)nnc2c1,[C][C][=C][N][C][Branch1][=Branch2][C@H1][C][C][C][NH2+1][C][Ring1][=Branch1][=N][N][=C][Ring1][O][C][=Ring1][#C]
O=C1C[C@H](N2C(=O)[C@H]3CC=CC[C@H]3C2=O)[C@H]2CO[C@@H]1O2,[O][=C][C][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C@H1][C][C][=C][C][C@H1][Ring1][=Branch1][C][Ring1][#Branch2][=O][C@H1][C][O][C@@H1][Ring2][Ring1][C][O][Ring1][Branch1]
COc1ccc(C(=O)CNC(=O)[C@H]2CC(=O)N(C)C2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#Branch1][C][=C][Ring2][Ring1][Ring1]
CC(C)CN1C[C@H](O)CN(C(=O)c2ccncc2)CC1=O,[C][C][Branch1][C][C][C][N][C][C@H1][Branch1][C][O][C][N][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring1][S][=O]
Cc1ccc(-c2cc(C(=O)NCc3ccccc3)ccn2)s1,[C][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=C][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=N][Ring1][S][S][Ring2][Ring1][Branch1]
O=c1c2cccnc2nc(SCc2cc(=O)n3cc(Cl)ccc3n2)n1Cc1ccc(F)cc1,[O][=C][C][=C][C][=C][N][=C][Ring1][=Branch1][N][=C][Branch2][Ring1][#Branch1][S][C][C][=C][C][=Branch1][C][=O][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][N][N][Ring2][Ring1][Branch2][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
CC(=O)[C@@H]1C(C)=Nc2ncnn2[C@H]1c1cn(C)nc1C,[C][C][=Branch1][C][=O][C@@H1][C][Branch1][C][C][=N][C][=N][C][=N][N][Ring1][Branch1][C@H1][Ring1][#Branch2][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][C]
CCn1cc(NC(=O)c2cc(C)n(C(F)F)n2)c(C(=O)NC[C@@H]2CCCO2)n1,[C][C][N][C][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][N][Branch1][=Branch1][C][Branch1][C][F][F][N][=Ring1][=Branch2][C][Branch1][=C][C][=Branch1][C][=O][N][C][C@@H1][C][C][C][O][Ring1][Branch1][=N][Ring2][Ring1][#Branch2]
CC(C)[C@H](NC(=O)N1CCN(c2ncccn2)CC1)C(=O)[O-],[C][C][Branch1][C][C][C@H1][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][N][C][C][N][Branch1][=Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][N][C][=Branch1][C][=O][O-1]
O=CN1CCN(C(=O)c2ccc(-n3cnnn3)cc2)CC1,[O][=C][N][C][C][N][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch2][N][C][=N][N][=N][Ring1][Branch1][C][=C][Ring1][O][C][C][Ring2][Ring1][Ring1]
COc1ccc(C(=O)N2CC(N3C[C@H](C(=O)NCC4CC4)CC3=O)C2)cn1,[C][O][C][=C][C][=C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][N][C][C][Branch2][Ring1][=Branch1][N][C][C@H1][Branch1][N][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Ring1][C][C][Ring1][N][=O][C][Ring1][P][C][=N][Ring2][Ring1][=Branch2]
Cc1cc(C(=O)N2CCc3c(c(-c4nncn4CC4CC4)nn3C)C2)nn1C,[C][C][=C][C][Branch2][Ring2][=Branch1][C][=Branch1][C][=O][N][C][C][C][=C][Branch2][Ring1][=Branch1][C][Branch1][=C][C][=N][N][=C][N][Ring1][Branch1][C][C][C][C][Ring1][Ring1][=N][N][Ring1][=C][C][C][Ring2][Ring1][Ring1][=N][N][Ring2][Ring1][#Branch2][C]
Cc1cc(C(=O)NCc2nnn3c2CN(Cc2ccccc2)C(=O)C3)nn1C,[C][C][=C][C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][C][N][=N][N][C][=Ring1][Branch1][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][=C][=N][N][Ring2][Ring1][#Branch2][C]
